as_of,B13779,B14678,B09156,B25037,B19389,B19569,B23689,B13231,B23166,B06011,B13582,B26020,B08422,B21794,B17112,B08466,B05011,B05901,B01060,B21050,B24329,B00496,B01855,B21046,B16175,B11079,B23422,B12752,B18263,B01061,B06391,B18900,B01343,B20889,B10332,B08453,B08620,B25209,B07369,B00698,B00056,B05848,B10640,B03784,B14200,B10090,B08417,B23744,B09513,B23853,B14562,B20421,B21552,B18562,B23646,B11225,B18804,B15382,B25119,B12602,B13661,B09934,B06127,B02943,B03731,B03952,B03459,B04369,B21505,B01637,B06905,B15668,B05924,B23372,B15619
1999-12-31,20.2885,,18.9567,,7827.79,,17.5311,,,26.7517,,58.083,119.221,,12.849,49.8231,37.5741,14.5174,18.1947,11.0095,45.6308,,,8.4194,10.888,,13.0337,10.1336,,151.279,11.7592,,,,28.2725,,,,,,,60.4869,,,21.8682,,26.4144,26.3589,,10.9203,19.8325,,24.4703,,12.0928,,29.2142,,,,26.2855,25.2858,,196.429,,,436.476,14.55,23.3542,,62.0509,267.199,,,53.2148
2000-01-01,20.2885,,18.9567,,7827.79,,17.5311,,,26.7517,,58.083,119.221,,12.849,49.8231,37.5741,14.5174,18.1947,11.0095,45.6308,,,8.4194,10.888,,13.0337,10.1336,,151.279,11.7592,,,,28.2725,,,,,,,60.4869,,,21.8682,,26.4144,26.3589,,10.9203,19.8325,,24.4703,,12.0928,,29.2142,,,,26.2855,25.2858,,196.429,,,436.476,14.55,23.3542,,62.0509,267.199,,,53.2148
2000-01-02,20.2885,,18.9567,,7827.79,,17.5311,,,26.7517,,58.083,119.221,,12.849,49.8231,37.5741,14.5174,18.1947,11.0095,45.6308,,,8.4194,10.888,,13.0337,10.1336,,151.279,11.7592,,,,28.2725,,,,,,,60.4869,,,21.8682,,26.4144,26.3589,,10.9203,19.8325,,24.4703,,12.0928,,29.2142,,,,26.2855,25.2858,,196.429,,,436.476,14.55,23.3542,,62.0509,267.199,,,53.2148
2000-01-03,20.2885,,18.3206,,7704.46,,17.2178,,,26.3193,,57.8565,119.921,,12.7188,49.273,37.2206,14.1776,17.9745,10.8556,45.1893,,,8.33835,10.7538,,12.8612,9.8135,,149.719,11.5482,,,,28.0588,,,,,,,59.5253,,,21.557,,26.6494,25.9891,,10.6968,19.6789,,24.075,,11.8271,,29.035,,,,25.6081,24.5747,,194.32,,,431.505,14.38,23.0128,,60.8792,261.091,,,52.6983
2000-01-04,20.2885,,17.9974,,7418.31,,16.7897,,,25.5627,,55.1122,112.903,,12.2782,48.2607,36.3681,13.8996,17.354,10.6862,43.4677,,,8.26743,10.4339,,12.5364,9.50339,,143.273,11.2969,,,,26.98,,,,,,,56.9817,,,20.7604,,25.2331,25.1968,,10.452,18.9519,,23.0676,,11.5961,,27.6728,,,,24.8095,24.1234,,189.197,,,414.271,14.18,22.5703,,59.1748,253.864,,,50.6881
2000-01-05,20.2885,,18.0912,,7421.6,,16.8628,,,25.7789,,54.7659,112.484,,12.3082,48.3047,36.4928,13.8996,17.4041,10.717,43.5413,,,8.24717,10.4855,,12.6785,9.5334,,141.921,11.3572,,,,26.9698,,,,,,,56.5164,,,20.7853,,24.9198,25.4081,,10.4733,19.0031,,23.0549,,11.7116,,27.4219,,,,25.0723,24.2875,,189.317,,,413.194,14.11,22.8358,,59.228,255.697,,,50.7998
2000-01-06,20.2885,,18.2581,,7451.2,,16.9255,,,26.0761,,54.0731,109.664,,12.3483,48.3707,36.472,14.085,17.5242,10.7786,43.5854,,,8.33835,10.4133,,12.78,9.49339,,141.714,11.4376,,,,26.8477,,,,,,,56.2838,,,20.7978,,24.4999,25.6722,,10.5052,18.9929,,23.0931,,11.7347,,27.0993,,,,25.3655,24.4789,,190.161,,,414.022,14.13,23.2151,,57.8964,255.493,,,50.8556
2000-01-07,20.2885,,18.6439,,7625.52,,17.1865,,,26.5355,,56.0581,113.723,,12.6788,49.1849,37.2206,14.3475,18.1046,10.9017,44.7773,,,8.36875,10.5784,,13.0439,9.8135,,147.224,11.6185,,,,27.4685,,,,,,,58.5327,,,21.3081,,26.0698,26.2268,,10.6649,19.5048,,23.9347,,11.9542,,28.1627,,,,26.4574,24.9986,,193.898,,,429.268,14.38,23.683,,59.015,259.361,,,52.2237
2000-01-08,20.2885,,18.6439,,7625.52,,17.1865,,,26.5355,,56.0581,113.723,,12.6788,49.1849,37.2206,14.3475,18.1046,10.9017,44.7773,,,8.36875,10.5784,,13.0439,9.8135,,147.224,11.6185,,,,27.4685,,,,,,,58.5327,,,21.3081,,26.0698,26.2268,,10.6649,19.5048,,23.9347,,11.9542,,28.1627,,,,26.4574,24.9986,,193.898,,,429.268,14.38,23.683,,59.015,259.361,,,52.2237
2000-01-09,20.2885,,18.6439,,7625.52,,17.1865,,,26.5355,,56.0581,113.723,,12.6788,49.1849,37.2206,14.3475,18.1046,10.9017,44.7773,,,8.36875,10.5784,,13.0439,9.8135,,147.224,11.6185,,,,27.4685,,,,,,,58.5327,,,21.3081,,26.0698,26.2268,,10.6649,19.5048,,23.9347,,11.9542,,28.1627,,,,26.4574,24.9986,,193.898,,,429.268,14.38,23.683,,59.015,259.361,,,52.2237
2000-01-10,20.2885,,18.6439,,7711.03,,17.2178,,,26.4274,,57.3103,119.136,,12.859,49.9112,37.5117,14.4093,18.1747,10.9326,45.2776,,,8.36875,10.7229,,13.2165,9.85351,,150.967,11.7291,,,,27.784,,,,,,,59.2926,,,21.557,,27.3439,26.3853,,10.7713,19.6891,,24.2663,,12.0466,,29.0589,,,,26.6798,25.1764,,199.142,,,435.15,14.67,23.5186,,60.3465,266.995,,,52.81
2000-01-11,20.2885,,18.5187,,7643.61,,17.0821,,,26.2653,,56.3645,115.65,,12.7689,49.449,37.1998,14.3012,18.1246,10.871,44.689,,,8.40927,10.6919,,13.1048,9.76348,,148.784,11.6587,,,,27.5092,,,,,,,58.7808,,,21.2707,,26.5927,26.1872,,10.6755,19.4331,,23.9347,,11.9195,,28.4376,,,,26.4371,24.8892,,197.454,,,429.35,14.64,23.2025,,59.2813,263.127,,,52.1259
2000-01-12,20.2885,,18.2789,,7633.74,,16.9986,,,26.2112,,55.7916,115.035,,12.7589,49.339,37.0751,14.1467,18.1647,10.8556,44.483,,,8.37888,10.6713,,13.1759,9.67345,,147.536,11.6386,,,,27.438,,,,,,,58.5172,,,21.1587,,26.1427,26.1608,,10.6649,19.3205,,23.8072,,11.8618,,28.342,,,,26.4371,24.9439,,196.49,,,427.693,14.72,23.3922,,59.3878,261.702,,,51.8886
2000-01-13,20.2885,,18.4457,,7702.81,,17.2074,,,26.6976,,56.5776,117.557,,12.819,49.8892,37.4493,14.3321,18.3248,10.9017,45.0275,,,8.36875,10.8054,,13.318,9.87352,,149.615,11.7994,,,,27.7026,,,,,,,59.1996,,,21.445,,26.8336,26.3589,,10.9097,19.556,,24.1132,,12.0697,,28.8797,,,,26.8921,25.2037,,198.479,,,433.41,14.98,23.6956,,60.453,267.097,,,52.5168
2000-01-14,20.2885,,18.4249,,7778.46,,17.3953,,,26.7787,,57.5368,119.894,,13.0192,50.1532,37.6573,14.4865,18.595,10.9941,45.5131,,,8.36875,11.0222,,13.4093,9.84351,,151.175,11.92,,,,28.1097,,,,,,,59.7889,,,21.6815,,27.5119,26.5438,,10.9948,19.7403,,24.4575,,12.1043,,29.6683,,,,26.8011,25.3678,,199.925,,,439.044,15.3,23.7336,,61.3052,269.438,,,53.0752
2000-01-15,20.2885,,18.4249,,7778.46,,17.3953,,,26.7787,,57.5368,119.894,,13.0192,50.1532,37.6573,14.4865,18.595,10.9941,45.5131,,,8.36875,11.0222,,13.4093,9.84351,,151.175,11.92,,,,28.1097,,,,,,,59.7889,,,21.6815,,27.5119,26.5438,,10.9948,19.7403,,24.4575,,12.1043,,29.6683,,,,26.8011,25.3678,,199.925,,,439.044,15.3,23.7336,,61.3052,269.438,,,53.0752
2000-01-16,20.2885,,18.4249,,7778.46,,17.3953,,,26.7787,,57.5368,119.894,,13.0192,50.1532,37.6573,14.4865,18.595,10.9941,45.5131,,,8.36875,11.0222,,13.4093,9.84351,,151.175,11.92,,,,28.1097,,,,,,,59.7889,,,21.6815,,27.5119,26.5438,,10.9948,19.7403,,24.4575,,12.1043,,29.6683,,,,26.8011,25.3678,,199.925,,,439.044,15.3,23.7336,,61.3052,269.438,,,53.0752
2000-01-17,20.2885,,18.4249,,7778.46,,17.3953,,,26.7787,,57.5368,119.894,,13.0192,50.1532,37.6573,14.4865,18.595,10.9941,45.5131,,,8.36875,11.0222,,13.4093,9.84351,,151.175,11.92,,,,28.1097,,,,,,,59.7889,,,21.6815,,27.5119,26.5438,,10.9948,19.7403,,24.4575,,12.1043,,29.6683,,,,26.8011,25.3678,,199.925,,,439.044,15.3,23.7336,,61.3052,269.438,,,53.0752
2000-01-18,20.2885,,18.5604,,7697.88,,17.2805,,,26.5085,,57.2704,122.621,,12.8991,50.4833,37.5741,14.5019,18.4749,11.0249,45.204,,,8.38901,10.919,,13.4398,9.78349,,150.135,12.0407,,,,27.9774,,,,,,,59.4322,,,21.4948,,28.13,26.3985,,11.0268,19.6482,,24.5213,,12.1159,,29.5727,,,,26.2451,25.4772,,198.9,,,437.387,15.33,23.3669,,61.5183,268.624,,,52.7123
2000-01-19,20.2885,,18.3623,,7717.61,,17.458,,,26.3463,,57.3236,123.769,,12.9191,50.5494,37.5741,14.5483,18.4449,11.0557,45.2335,,,8.54098,10.8777,,13.3789,9.75348,,150.655,12.0909,,,,27.7942,,,,,,,59.4787,,,21.5445,,28.3677,26.3985,,11.08,19.6174,,24.4703,,12.0004,,29.8714,,,,26.427,25.5866,,198.961,,,437.47,15.49,23.3416,,61.6781,269.947,,,52.7402
2000-01-20,20.2885,,18.1642,,7679.79,,17.5937,,,26.1302,,57.1371,124.425,,12.8089,50.7474,37.4701,14.4711,18.2147,10.9787,44.895,,,8.52072,10.6506,,13.3789,9.75348,,150.239,12.0708,,,,27.6517,,,,,,,58.7963,,,21.3578,,28.9255,26.0287,,11.0481,19.4536,,24.3428,,11.9426,,29.7997,,,,26.0024,25.6003,,198.659,,,435.896,15.59,22.9876,,61.9979,269.336,,,52.3633
2000-01-21,20.2885,,18.185,,7681.43,,17.5415,,,25.9951,,56.7774,126.68,,12.7188,50.5934,37.4077,14.3321,18.1547,10.948,44.7773,,,8.54098,10.6506,,13.2774,9.72347,,149.511,12.101,,,,27.5194,,,,,,,58.3776,,,21.333,,29.4929,25.9495,,11.0906,19.3922,,24.2663,,11.8849,,30.0387,,,,25.7295,25.5866,,198.237,,,435.647,15.64,22.9117,,63.1707,272.899,,,52.2097
2000-01-22,20.2885,,18.185,,7681.43,,17.5415,,,25.9951,,56.7774,126.68,,12.7188,50.5934,37.4077,14.3321,18.1547,10.948,44.7773,,,8.54098,10.6506,,13.2774,9.72347,,149.511,12.101,,,,27.5194,,,,,,,58.3776,,,21.333,,29.4929,25.9495,,11.0906,19.3922,,24.2663,,11.8849,,30.0387,,,,25.7295,25.5866,,198.237,,,435.647,15.64,22.9117,,63.1707,272.899,,,52.2097
2000-01-23,20.2885,,18.185,,7681.43,,17.5415,,,25.9951,,56.7774,126.68,,12.7188,50.5934,37.4077,14.3321,18.1547,10.948,44.7773,,,8.54098,10.6506,,13.2774,9.72347,,149.511,12.101,,,,27.5194,,,,,,,58.3776,,,21.333,,29.4929,25.9495,,11.0906,19.3922,,24.2663,,11.8849,,30.0387,,,,25.7295,25.5866,,198.237,,,435.647,15.64,22.9117,,63.1707,272.899,,,52.2097
2000-01-24,20.2885,,17.9244,,7516.98,,17.2492,,,25.4816,,54.7525,122.805,,12.3983,50.1532,36.7424,14.0695,17.7544,10.8094,43.5266,,,8.50046,10.5887,,12.9525,9.77349,,144.937,11.9602,,,,26.8273,,,,,,,56.6095,,,20.86,,28.3804,25.342,,10.9523,18.9212,,23.6542,,11.7694,,28.9991,,,,24.7791,25.4772,,194.922,,,422.722,15.58,22.4186,,63.2774,265.468,,,50.7719
2000-01-25,20.2885,,17.8305,,7530.14,,17.2701,,,25.3465,,55.5252,123.502,,12.4885,49.9552,36.7631,13.946,17.7844,10.6862,43.7914,,,8.50046,10.63,,13.0337,9.62343,,145.768,11.9301,,,,27.0716,,,,,,,56.625,,,20.9596,,28.7037,25.4213,,10.8778,19.0133,,23.871,,11.7665,,29.1784,,,,25.2341,25.4225,,194.802,,,425.456,15.63,22.2795,,62.4244,264.451,,,51.079
2000-01-26,20.2885,,17.8305,,7538.36,,17.2492,,,25.6708,,54.8458,122.416,,12.4784,49.8231,36.7424,13.9151,17.7544,10.6708,43.6148,,,8.45993,10.6094,,13.0845,9.47338,,145.145,11.91,,,,26.8375,,,,,,,56.4854,,,20.9222,,28.4881,25.4081,,10.8245,18.9417,,23.7817,,11.6972,,28.9872,,,,25.4666,25.3678,,195.224,,,424.628,15.44,22.5576,,62.7976,266.079,,,50.8696
2000-01-27,20.2885,,17.6533,,7497.25,,17.0403,,,25.6167,,54.4994,122.108,,12.4083,49.449,36.7008,13.8533,17.8044,10.64,43.4383,,,8.48019,10.7435,,13.0134,9.45337,,144.521,11.8195,,,,26.6848,,,,,,,55.8651,,,20.8475,,28.3867,25.3684,,10.7713,18.9007,,23.6032,,11.6972,,28.808,,,,25.224,25.3678,,195.224,,,422.971,15.32,22.6462,,62.9042,265.061,,,50.6741
2000-01-28,20.2885,,17.4447,,7336.09,,16.7584,,,25.0493,,52.8742,117.618,,12.0879,48.7448,36.1601,13.6371,17.4341,10.5322,42.2464,,,8.4194,10.5577,,12.8713,9.30332,,141.298,11.6085,,,,26.0233,,,,,,,54.4847,,,20.3746,,27.3408,24.8138,,10.6223,18.3888,,22.9146,,11.6163,,27.9835,,,,24.6881,25.0943,,190.824,,,411.454,15.06,22.3553,,61.7314,259.666,,,49.2921
2000-01-29,20.2885,,17.4447,,7336.09,,16.7584,,,25.0493,,52.8742,117.618,,12.0879,48.7448,36.1601,13.6371,17.4341,10.5322,42.2464,,,8.4194,10.5577,,12.8713,9.30332,,141.298,11.6085,,,,26.0233,,,,,,,54.4847,,,20.3746,,27.3408,24.8138,,10.6223,18.3888,,22.9146,,11.6163,,27.9835,,,,24.6881,25.0943,,190.824,,,411.454,15.06,22.3553,,61.7314,259.666,,,49.2921
2000-01-30,20.2885,,17.4447,,7336.09,,16.7584,,,25.0493,,52.8742,117.618,,12.0879,48.7448,36.1601,13.6371,17.4341,10.5322,42.2464,,,8.4194,10.5577,,12.8713,9.30332,,141.298,11.6085,,,,26.0233,,,,,,,54.4847,,,20.3746,,27.3408,24.8138,,10.6223,18.3888,,22.9146,,11.6163,,27.9835,,,,24.6881,25.0943,,190.824,,,411.454,15.06,22.3553,,61.7314,259.666,,,49.2921
2000-01-31,19.6734,,17.403,,7513.7,,16.654,,,25.5087,,54.1131,118.808,,12.3683,48.4147,36.6192,13.6371,17.7644,10.5322,43.3205,,,8.32822,10.8054,,13.0236,9.19328,,144.417,11.508,,,,26.7154,,,,,,,55.7255,,,20.7729,,27.42,25.3552,,10.5478,18.8393,,23.4119,,11.6048,,28.5212,,,,25.2947,25.0533,,191.849,,,421.811,14.92,22.6335,,62.3178,260.583,,,50.5625
2000-02-01,19.6734,,17.5281,,7558.1,,16.7167,,,25.3465,,55.3653,122.231,,12.5385,48.5688,36.8487,13.6525,17.9145,10.5476,43.7767,,,8.36875,10.8467,,13.1556,9.29331,,147.328,11.6085,,,,27.1428,,,,,,,56.3924,,,20.9222,,28.1141,25.5533,,10.6543,19.0338,,23.8582,,11.6163,,29.035,,,,25.5778,25.1354,,193.476,,,428.108,15.16,22.7726,,62.6376,264.349,,,51.0929
2000-02-02,19.6734,,17.6011,,7582.76,,16.9255,,,25.3465,,55.2454,122.887,,12.4985,48.8108,36.8696,13.6525,17.8144,10.6246,43.7767,,,8.35861,10.7848,,13.2266,9.28331,,148.056,11.709,,,,27.0105,,,,,,,56.5475,,,20.972,,28.3931,25.5533,,10.7288,19.0543,,23.922,,11.5238,,29.2501,,,,25.315,25.3131,,195.947,,,428.853,15.33,22.76,,63.224,267.402,,,51.0929
2000-02-03,19.6734,,17.768,,7669.92,,17.3431,,,25.4546,,56.3778,125.594,,12.5886,49.6911,37.2034,13.7143,17.9345,10.7324,44.277,,,8.39914,10.9087,,13.3078,9.49339,,150.343,11.8497,,,,27.3362,,,,,,,57.8503,,,21.2085,,29.0682,25.6325,,10.8778,19.2898,,24.3683,,11.6048,,30.0148,,,,25.3655,25.7234,,199.021,,,433.742,15.66,22.7852,,64.5568,268.624,,,51.6374
2000-02-04,19.6734,,17.695,,7622.23,,17.2596,,,25.2384,,56.6176,126.803,,12.4784,49.6911,37.1199,13.6988,17.8845,10.7324,44.2476,,,8.38901,10.8777,,13.2672,9.5434,,150.135,11.8799,,,,27.3667,,,,,,,57.7417,,,21.2209,,29.4517,25.5269,,10.899,19.2591,,24.4193,,11.6163,,30.1103,,,,25.5879,25.7371,,197.876,,,433.576,15.71,22.5071,,64.8233,268.828,,,51.6234
2000-02-05,19.6734,,17.695,,7622.23,,17.2596,,,25.2384,,56.6176,126.803,,12.4784,49.6911,37.1199,13.6988,17.8845,10.7324,44.2476,,,8.38901,10.8777,,13.2672,9.5434,,150.135,11.8799,,,,27.3667,,,,,,,57.7417,,,21.2209,,29.4517,25.5269,,10.899,19.2591,,24.4193,,11.6163,,30.1103,,,,25.5879,25.7371,,197.876,,,433.576,15.71,22.5071,,64.8233,268.828,,,51.6234
2000-02-06,19.6734,,17.695,,7622.23,,17.2596,,,25.2384,,56.6176,126.803,,12.4784,49.6911,37.1199,13.6988,17.8845,10.7324,44.2476,,,8.38901,10.8777,,13.2672,9.5434,,150.135,11.8799,,,,27.3667,,,,,,,57.7417,,,21.2209,,29.4517,25.5269,,10.899,19.2591,,24.4193,,11.6163,,30.1103,,,,25.5879,25.7371,,197.876,,,433.576,15.71,22.5071,,64.8233,268.828,,,51.6234
2000-02-07,19.6734,,17.7575,,7618.94,,17.2387,,,25.1844,,56.8307,127.91,,12.4885,49.8671,37.1199,13.5907,17.9545,10.717,44.2476,,,8.40927,10.7745,,13.2368,9.47338,,150.759,11.9,,,,27.4481,,,,,,,57.8348,,,21.2707,,30.0634,25.5269,,10.9629,19.2079,,24.4193,,11.651,,30.2298,,,,25.3352,25.5866,,197.454,,,433.825,15.81,22.368,,65.2498,269.845,,,51.6094
2000-02-08,19.6734,,17.7263,,7697.88,,17.3223,,,25.2384,,57.7233,131.027,,12.6387,49.8671,37.4121,13.5753,18.1747,10.7016,44.792,,,8.40927,10.8467,,13.3383,9.33333,,153.15,11.91,,,,27.7738,,,,,,,58.7343,,,21.4948,,30.8083,25.6325,,10.9736,19.4127,,24.7763,,11.6973,,30.899,,,,25.7598,25.5593,,199.684,,,442.11,15.92,22.5197,,66.4226,271.27,,,52.2376
2000-02-09,19.6734,,17.5907,,7597.56,,17.0717,,,24.725,,56.3512,129.551,,12.4584,49.6031,37.0156,13.4209,17.7844,10.64,43.8797,,,8.32822,10.5784,,13.2469,9.22329,,150.031,11.8397,,,,27.2141,,,,,,,57.9898,,,21.1214,,30.2663,25.1835,,10.8778,19.0133,,24.432,,11.6626,,30.3971,,,,25.1532,25.3405,,197.092,,,433.907,15.75,22.0013,,65.8362,268.929,,,51.1767
2000-02-10,19.6734,,17.5803,,7594.28,,17.2805,,,24.5359,,56.9506,131.273,,12.4584,49.537,37.0156,13.2201,17.8044,10.6092,44.0269,,,8.27756,10.5165,,13.2469,9.13326,,150.447,11.8899,,,,27.3464,,,,,,,57.9898,,,21.2209,,30.9509,25.1439,,10.8884,19.085,,24.6105,,11.651,,30.8631,,,,25.0824,25.2037,,197.032,,,436.559,15.86,21.7105,,65.5163,269.235,,,51.3442
2000-02-11,19.6734,,17.33,,7433.12,,17.1239,,,24.1846,,55.4719,129.038,,12.208,49.1629,36.7026,13.0811,17.4441,10.5168,43.1145,,,8.18638,10.403,,13.115,9.11325,,147.224,11.7994,,,,26.7459,,,,,,,56.532,,,20.8227,,30.5452,24.6817,,10.7926,18.6755,,24.075,,11.5122,,30.2776,,,,24.7488,24.9576,,193.958,,,426.451,15.9,21.4323,,64.7167,265.774,,,50.2832
2000-02-12,19.6734,,17.33,,7433.12,,17.1239,,,24.1846,,55.4719,129.038,,12.208,49.1629,36.7026,13.0811,17.4441,10.5168,43.1145,,,8.18638,10.403,,13.115,9.11325,,147.224,11.7994,,,,26.7459,,,,,,,56.532,,,20.8227,,30.5452,24.6817,,10.7926,18.6755,,24.075,,11.5122,,30.2776,,,,24.7488,24.9576,,193.958,,,426.451,15.9,21.4323,,64.7167,265.774,,,50.2832
2000-02-13,19.6734,,17.33,,7433.12,,17.1239,,,24.1846,,55.4719,129.038,,12.208,49.1629,36.7026,13.0811,17.4441,10.5168,43.1145,,,8.18638,10.403,,13.115,9.11325,,147.224,11.7994,,,,26.7459,,,,,,,56.532,,,20.8227,,30.5452,24.6817,,10.7926,18.6755,,24.075,,11.5122,,30.2776,,,,24.7488,24.9576,,193.958,,,426.451,15.9,21.4323,,64.7167,265.774,,,50.2832
2000-02-14,19.6734,,17.7888,,7434.76,,17.0926,,,24.2927,,55.7916,130.043,,12.2281,49.449,36.6609,13.0502,17.5142,10.64,43.2028,,,8.19651,10.403,,13.0439,9.21329,,147.744,11.8698,,,,26.7764,,,,,,,56.8421,,,20.8973,,30.8526,24.827,,10.8458,18.7164,,24.075,,11.5701,,30.2537,,,,24.8499,25.149,,194.139,,,426.948,15.99,21.3817,,65.1965,266.486,,,50.381
2000-02-15,19.6734,,17.9139,,7512.05,,17.2283,,,24.6169,,56.1247,130.104,,12.3783,49.5591,36.7861,12.9575,17.6843,10.717,43.5854,,,8.27756,10.5165,,13.1556,9.2533,,148.784,11.9301,,,,26.9494,,,,,,,56.9197,,,21.0467,,31.0016,25.0515,,10.899,18.8905,,24.2408,,11.6048,,30.2059,,,,24.7994,25.2448,,195.465,,,430.51,16.11,21.8116,,65.463,268.319,,,50.8137
2000-02-16,19.6734,,17.7888,,7459.43,,17.2701,,,24.4548,,55.4852,130.453,,12.3583,49.5811,36.6818,12.7877,17.4941,10.717,43.144,,,8.30796,10.4236,,13.1251,9.15326,,147.536,11.9502,,,,26.6136,,,,,,,56.5009,,,20.8351,,31.6672,24.893,,10.9416,18.6755,,24.1387,,11.6163,,29.7997,,,,24.1826,25.2995,,194.44,,,425.291,16.33,21.6978,,65.2498,269.235,,,50.2972
2000-02-17,19.6734,,17.8827,,7454.49,,17.458,,,24.2927,,55.7916,133.097,,12.4083,49.6691,36.6609,12.7877,17.4241,10.7632,43.1587,,,8.31809,10.4649,,13.0845,9.21329,,147.848,12.0708,,,,26.695,,,,,,,56.3769,,,20.8973,,32.3709,24.893,,11.0374,18.6857,,24.2025,,11.8246,,30.1343,,,,23.7884,25.614,,194.983,,,425.788,16.43,21.6346,,65.7833,270.253,,,50.3251
2000-02-18,19.6734,,17.6324,,7234.13,,17.0403,,,23.6982,,54.1797,130.494,,12.0278,49.1629,36.0558,12.6487,16.9337,10.6862,41.8491,,,8.32822,10.2172,,13.4398,9.11325,,142.961,11.8799,,,,25.9216,,,,,,,54.888,,,20.2875,,31.588,24.1535,,10.8352,18.1226,,23.3992,,11.6742,,29.3934,,,,23.0402,25.1217,,190.944,,,412.614,16.21,21.1162,,64.6629,264.858,,,48.8175
2000-02-19,19.6734,,17.6324,,7234.13,,17.0403,,,23.6982,,54.1797,130.494,,12.0278,49.1629,36.0558,12.6487,16.9337,10.6862,41.8491,,,8.32822,10.2172,,13.4398,9.11325,,142.961,11.8799,,,,25.9216,,,,,,,54.888,,,20.2875,,31.588,24.1535,,10.8352,18.1226,,23.3992,,11.6742,,29.3934,,,,23.0402,25.1217,,190.944,,,412.614,16.21,21.1162,,64.6629,264.858,,,48.8175
2000-02-20,19.6734,,17.6324,,7234.13,,17.0403,,,23.6982,,54.1797,130.494,,12.0278,49.1629,36.0558,12.6487,16.9337,10.6862,41.8491,,,8.32822,10.2172,,13.4398,9.11325,,142.961,11.8799,,,,25.9216,,,,,,,54.888,,,20.2875,,31.588,24.1535,,10.8352,18.1226,,23.3992,,11.6742,,29.3934,,,,23.0402,25.1217,,190.944,,,412.614,16.21,21.1162,,64.6629,264.858,,,48.8175
2000-02-21,19.6734,,17.6324,,7234.13,,17.0403,,,23.6982,,54.1797,130.494,,12.0278,49.1629,36.0558,12.6487,16.9337,10.6862,41.8491,,,8.32822,10.2172,,13.4398,9.11325,,142.961,11.8799,,,,25.9216,,,,,,,54.888,,,20.2875,,31.588,24.1535,,10.8352,18.1226,,23.3992,,11.6742,,29.3934,,,,23.0402,25.1217,,190.944,,,412.614,16.21,21.1162,,64.6629,264.858,,,48.8175
2000-02-22,19.6734,,17.6011,,7281.82,,17.1552,,,23.9684,,54.3928,130.883,,12.0979,49.1409,36.0767,12.6796,17.0738,10.6554,42.0256,,,8.42953,10.2791,,12.8713,9.04323,,142.857,11.8397,,,,25.9419,,,,,,,54.9035,,,20.2999,,31.3883,24.2724,,10.782,18.225,,23.4884,,11.6279,,29.6205,,,,23.111,25.067,,192.112,,,415.182,16.22,21.4196,,64.2894,263.534,,,49.0129
2000-02-23,19.6734,,17.4447,,7273.6,,17.3953,,,23.7522,,55.4319,135.127,,12.1179,49.6691,36.1393,12.5714,17.0338,10.6246,42.3052,,,8.36875,10.2894,,12.7901,9.05323,,144.833,11.8397,,,,26.1455,,,,,,,55.5083,,,20.4617,,32.5357,24.2063,,10.8565,18.3274,,23.7689,,11.6858,,30.3015,,,,23.0605,24.9713,,191.682,,,419.076,16.31,21.0403,,64.076,265.57,,,49.334
2000-02-24,19.6734,,17.4552,,7234.13,,17.4162,,,23.3199,,55.6185,136.931,,12.0278,49.427,36.0141,12.4633,16.8636,10.5938,42.0845,,,8.2573,10.2585,,12.7495,9.06323,,144.417,11.8296,,,,26.0233,,,,,,,55.3687,,,20.387,,33.7433,23.9686,,10.8245,18.2762,,23.7562,,11.732,,30.5525,,,,22.4741,24.602,,191.067,,,418.745,16.37,20.6863,,63.7025,263.738,,,49.0687
2000-02-25,19.6734,,17.2153,,7153.55,,17.3118,,,22.9686,,54.7525,136.234,,11.8776,49.6691,35.9098,12.3243,16.5234,10.563,41.4665,,,8.32822,10.1759,,12.7191,8.92318,,143.169,11.7894,,,,25.6061,,,,,,,54.9345,,,20.1381,,33.8954,23.7045,,10.7926,18.0202,,23.5012,,11.7089,,30.1581,,,,22.2517,24.602,,189.715,,,411.537,16.18,20.3701,,63.4358,261.091,,,48.3568
2000-02-26,19.6734,,17.2153,,7153.55,,17.3118,,,22.9686,,54.7525,136.234,,11.8776,49.6691,35.9098,12.3243,16.5234,10.563,41.4665,,,8.32822,10.1759,,12.7191,8.92318,,143.169,11.7894,,,,25.6061,,,,,,,54.9345,,,20.1381,,33.8954,23.7045,,10.7926,18.0202,,23.5012,,11.7089,,30.1581,,,,22.2517,24.602,,189.715,,,411.537,16.18,20.3701,,63.4358,261.091,,,48.3568
2000-02-27,19.6734,,17.2153,,7153.55,,17.3118,,,22.9686,,54.7525,136.234,,11.8776,49.6691,35.9098,12.3243,16.5234,10.563,41.4665,,,8.32822,10.1759,,12.7191,8.92318,,143.169,11.7894,,,,25.6061,,,,,,,54.9345,,,20.1381,,33.8954,23.7045,,10.7926,18.0202,,23.5012,,11.7089,,30.1581,,,,22.2517,24.602,,189.715,,,411.537,16.18,20.3701,,63.4358,261.091,,,48.3568
