as_of,B13779,B14678,B09156,B25037,B19389,B19569,B23689,B13231,B23166,B06011,B13582,B26020,B08422,B21794,B17112,B08466,B05011,B05901,B01060,B21050,B24329,B00496,B01855,B21046,B16175,B11079,B23422,B12752,B18263,B01061,B06391,B18900,B01343,B20889,B10332,B08453,B08620,B25209,B07369,B00698,B00056,B05848,B10640,B03784,B14200,B10090,B08417,B23744,B09513,B23853,B14562,B20421,B21552,B18562,B23646,B11225,B18804,B15382,B25119,B12602,B13661,B09934,B06127,B02943,B03731,B03952,B03459,B04369,B21505,B01637,B06905,B15668,B05924,B23372,B15619
2020-03-02,51.5975,19.0458,109.18,20.7213,23910.4,14.5776,109.355,15.3893,16.2546,89.5722,32.2271,146.643,128.238,16.493,34.4482,384.692,151.066,73.4185,48.7055,60.3088,130.469,15.9685,21.1763,54.4918,63.3494,23.9963,80.2142,36.6686,99.4928,306.853,60.5693,10.9542,18.3847,15.2617,68.4007,32.7196,19.1278,30.5171,34.1829,36.0502,,171.869,,38.6763,73.5392,14.8589,115.696,78.3252,30.0254,46.28,62.564,43.197,67.7719,14.806,69.5645,11.7712,83.8811,19.0476,46.9151,10.7549,101.741,165.164,23.9944,857.243,40.0061,12.4835,1221.78,76.2626,44.4884,16.8803,278.522,1280.03,26.6475,37.7427,157.33
2020-03-03,50.1787,19.0458,106.897,20.3479,23311.6,14.3371,106.406,14.9633,15.8142,87.1253,31.8027,142.69,125.533,16.1746,33.6471,376.966,147.665,71.7641,47.4251,59.1431,126.807,15.5189,20.8,53.161,61.8698,23.3648,78.513,35.9454,96.267,299.574,58.9686,10.6045,17.9343,14.795,66.429,31.7726,18.7052,29.7634,33.1613,35.0513,,167.381,,37.5091,71.5694,14.4645,112.349,76.0919,29.1701,45.1905,60.6535,42.0784,65.8664,14.4347,67.9505,11.5328,81.6093,18.312,45.7454,10.5548,98.7218,161.713,23.2911,836.221,39.0947,12.1538,1185.27,74.0329,43.3859,16.4418,271.333,1243.54,25.8946,37.0037,152.931
2020-03-04,52.082,19.2141,110.042,20.9759,24222.4,14.6926,109.457,15.6023,16.3694,90.6208,32.6043,148.789,130.839,16.4293,34.8488,388.899,153.586,73.8178,49.4258,60.7996,132.104,16.1873,21.3474,54.2529,63.7088,23.9174,80.8097,36.9209,100.39,311.175,60.4705,11.0467,18.4681,15.092,69.1611,33.1474,19.1983,30.4646,34.5601,36.5274,,174.507,,39.0477,74.6648,15.0497,116.811,79.2591,30.4641,46.4543,63.2869,43.6681,68.6294,15.0584,69.8873,11.7372,84.6318,18.9294,47.175,10.934,103.122,165.839,24.3254,870.29,40.3967,12.6768,1234.56,76.5761,44.5088,17.0995,283.314,1290.18,27.0125,37.9727,159.349
2020-03-05,50.2479,19.158,105.401,20.4158,23463.4,14.3476,105.28,15.0698,15.8142,87.9555,31.897,144.346,126.77,16.1109,33.8474,376.88,148.673,71.1937,47.8572,58.775,127.657,15.6404,20.7658,52.5469,61.5527,22.9438,79.7322,35.4576,97.3342,302.304,57.8422,10.6045,17.7675,14.4556,66.8515,32.1697,18.4839,29.4304,33.4442,35.3731,,169.232,,37.9512,72.015,14.5663,113.411,76.6198,29.4771,44.7547,61.0838,41.9998,66.3428,14.5238,67.1435,11.3399,81.8661,17.9704,45.3989,10.6707,99.9453,159.612,23.56,842.455,39.296,12.2788,1194.24,73.7541,42.7938,16.5758,275.019,1239.41,26.1456,36.6259,153.977
2020-03-06,49.3135,19.1019,103.55,20.1103,23109.1,14.2848,102.31,14.7396,15.5079,86.8631,31.4019,141.824,124.349,15.6015,33.4468,371.385,146.027,69.9957,47.0889,57.9125,125.499,15.3001,19.9276,52.6833,59.8406,22.7334,77.0669,34.7343,95.321,297.527,56.4392,10.4707,17.4505,14.1163,65.7249,31.7115,18.1015,28.7818,32.8156,34.8071,,166.733,,37.2615,70.7721,14.3628,111.074,75.3205,29.1701,43.8832,60.1028,41.1559,65.1677,14.301,66.3096,10.9426,80.2659,17.4056,44.5325,10.6917,98.1693,156.011,23.167,826.508,38.3491,12.131,1177.51,72.5348,41.7934,16.2713,270.595,1215.61,25.7121,35.9197,151.345
2020-03-07,49.3135,19.1019,103.55,20.1103,23109.1,14.2848,102.31,14.7396,15.5079,86.8631,31.4019,141.824,124.349,15.6015,33.4468,371.385,146.027,69.9957,47.0889,57.9125,125.499,15.3001,19.9276,52.6833,59.8406,22.7334,77.0669,34.7343,95.321,297.527,56.4392,10.4707,17.4505,14.1163,65.7249,31.7115,18.1015,28.7818,32.8156,34.8071,,166.733,,37.2615,70.7721,14.3628,111.074,75.3205,29.1701,43.8832,60.1028,41.1559,65.1677,14.301,66.3096,10.9426,80.2659,17.4056,44.5325,10.6917,98.1693,156.011,23.167,826.508,38.3491,12.131,1177.51,72.5348,41.7934,16.2713,270.595,1215.61,25.7121,35.9197,151.345
2020-03-08,49.3135,19.1019,103.55,20.1103,23109.1,14.2848,102.31,14.7396,15.5079,86.8631,31.4019,141.824,124.349,15.6015,33.4468,371.385,146.027,69.9957,47.0889,57.9125,125.499,15.3001,19.9276,52.6833,59.8406,22.7334,77.0669,34.7343,95.321,297.527,56.4392,10.4707,17.4505,14.1163,65.7249,31.7115,18.1015,28.7818,32.8156,34.8071,,166.733,,37.2615,70.7721,14.3628,111.074,75.3205,29.1701,43.8832,60.1028,41.1559,65.1677,14.301,66.3096,10.9426,80.2659,17.4056,44.5325,10.6917,98.1693,156.011,23.167,826.508,38.3491,12.131,1177.51,72.5348,41.7934,16.2713,270.595,1215.61,25.7121,35.9197,151.345
2020-03-09,45.1262,18.7653,93.4307,18.7527,21472.9,13.7619,89.5319,13.6214,14.3974,80.7023,29.398,132.6,115.798,14.4043,31.0435,346.231,134.687,62.8079,43.5837,52.4909,116.016,14.2064,17.9434,49.6807,53.3936,20.5495,71.2826,31.572,88.7965,277.965,50.2538,9.66846,15.6821,12.8117,61.0071,29.634,16.2602,25.8195,30.4896,32.4318,,155.858,,34.768,65.2614,13.345,102.787,70.0014,27.2839,39.2639,55.7655,37.898,60.0547,13.3061,59.988,9.70528,74.2998,15.2249,40.4605,9.83849,92.1509,139.619,21.5743,760.254,35.3427,11.2329,1094.9,66.1941,38.0979,15.0047,249.766,1112.49,23.8185,32.3556,139.881
2020-03-10,47.2372,18.8074,96.3726,19.3806,22510.3,14.1175,93.1156,14.2923,14.9527,84.4163,30.2467,139.076,121.67,14.8501,32.1116,356.619,140.798,64.6334,45.8885,53.9695,121.706,14.9477,18.7987,50.8408,55.6342,21.102,73.6927,32.5813,93.7687,290.476,52.0916,10.1313,16.1826,13.1617,64.0913,31.1157,16.7331,26.3103,32.0769,34.0412,,163.586,,36.5188,68.474,13.9557,107.674,73.2091,28.6218,40.4405,58.6398,39.6055,63.0399,13.9595,62.0055,10.0345,78.1323,16.1313,41.9333,10.0597,95.9396,144.158,22.7326,794.613,36.9879,11.7558,1150.88,69.4689,39.8334,15.6745,260.863,1170.55,25.0733,33.4396,146.767
2020-03-11,44.7801,18.5269,90.362,18.566,21464.5,13.6887,86.7673,13.6001,14.2443,80.5275,29.0208,132.487,115.566,13.9458,30.5094,341.51,134.309,60.7542,43.8238,50.9507,115.755,14.2915,17.7553,48.8276,52.844,19.7864,69.4396,30.8151,89.8395,277.283,48.7124,9.62732,15.2149,12.5784,60.993,29.741,15.6564,24.8554,30.6153,32.4651,,156.135,,34.9625,65.2379,13.3069,102.256,69.4735,27.2839,37.913,56.0581,37.5055,59.9276,13.3358,58.7775,9.29664,74.1417,14.9097,39.5941,9.45928,91.776,134.817,21.7398,754.89,35.0941,11.176,1100.53,65.7063,37.465,14.8951,248.309,1103.6,23.8641,31.5837,139.592
2020-03-12,40.3506,17.9238,81.0291,16.9877,19617.5,12.9776,76.4052,12.3434,13.0764,73.4492,26.7576,120.853,105.289,12.3793,27.7055,308.887,121.71,53.6805,39.9344,46.0836,104.768,13.0276,15.8908,45.3131,46.9044,17.7604,63.5703,27.2996,81.9809,252.944,43.357,8.58848,13.53,11.1678,55.3176,27.0525,13.8956,22.3489,27.8335,29.535,,142.484,,31.8854,59.1878,11.9838,92.5883,62.5302,24.7836,33.5552,50.8085,33.7961,54.2429,12.1477,52.5366,7.9799,67.2274,12.9524,35.5653,8.46068,84.179,119.512,19.5679,682.837,31.9457,10.0618,1000.27,59.0173,33.4429,13.4701,224.493,992.227,21.7195,28.3481,126.361
2020-03-13,43.9842,18.0781,87.4962,18.0739,21388.6,13.6469,83.9412,13.4723,13.8039,79.61,28.1721,131.358,112.784,13.4109,29.6415,328.117,133.049,57.8449,43.7117,49.8417,114.577,14.2064,17.4303,48.3158,51.6392,19.0497,65.9237,29.1835,89.4514,273.871,47.1314,9.41132,14.5977,11.9315,60.5001,29.5271,15.0829,24.2244,30.2538,32.11,,154.747,,34.6088,64.511,13.1033,99.972,67.7681,27.0646,36.257,55.5073,36.5438,59.2925,13.2021,57.5131,8.63827,72.5811,14.1478,38.5977,9.19133,91.2629,129.791,21.4709,740.972,33.8868,10.9031,1090.34,64.8005,36.1583,14.7002,244.986,1092.18,23.6131,30.434,138.15
2020-03-14,43.9842,18.0781,87.4962,18.0739,21388.6,13.6469,83.9412,13.4723,13.8039,79.61,28.1721,131.358,112.784,13.4109,29.6415,328.117,133.049,57.8449,43.7117,49.8417,114.577,14.2064,17.4303,48.3158,51.6392,19.0497,65.9237,29.1835,89.4514,273.871,47.1314,9.41132,14.5977,11.9315,60.5001,29.5271,15.0829,24.2244,30.2538,32.11,,154.747,,34.6088,64.511,13.1033,99.972,67.7681,27.0646,36.257,55.5073,36.5438,59.2925,13.2021,57.5131,8.63827,72.5811,14.1478,38.5977,9.19133,91.2629,129.791,21.4709,740.972,33.8868,10.9031,1090.34,64.8005,36.1583,14.7002,244.986,1092.18,23.6131,30.434,138.15
2020-03-15,43.9842,18.0781,87.4962,18.0739,21388.6,13.6469,83.9412,13.4723,13.8039,79.61,28.1721,131.358,112.784,13.4109,29.6415,328.117,133.049,57.8449,43.7117,49.8417,114.577,14.2064,17.4303,48.3158,51.6392,19.0497,65.9237,29.1835,89.4514,273.871,47.1314,9.41132,14.5977,11.9315,60.5001,29.5271,15.0829,24.2244,30.2538,32.11,,154.747,,34.6088,64.511,13.1033,99.972,67.7681,27.0646,36.257,55.5073,36.5438,59.2925,13.2021,57.5131,8.63827,72.5811,14.1478,38.5977,9.19133,91.2629,129.791,21.4709,740.972,33.8868,10.9031,1090.34,64.8005,36.1583,14.7002,244.986,1092.18,23.6131,30.434,138.15
2020-03-16,38.6203,17.6854,75.83,16.2241,18917.4,12.8521,71.0808,11.8215,12.1191,70.9586,25.626,116.26,98.0263,12.01,26.3494,290.773,117.678,49.8013,38.5739,44.2969,100.844,12.4443,14.9158,43.8801,44.5792,16.8395,58.0695,25.3821,77.9789,242.935,40.9263,8.25934,12.6458,10.33,53.1489,25.9374,13.0001,21.3497,26.6391,28.2585,,137.347,,30.506,56.4207,11.6276,87.4888,59.6473,23.8624,31.2891,48.4506,32.5401,51.9246,11.7022,50.3307,7.16261,63.4344,11.7044,34.0492,8.11124,80.706,112.085,18.9266,649.927,29.7442,9.72074,957.067,57.2405,31.4216,12.9099,213.601,938.919,20.9667,26.8207,121.602
2020-03-17,40.7659,17.8958,81.1559,16.7841,20072.9,13.2704,73.3539,12.5457,12.6743,75.9834,26.404,122.736,103.924,12.1501,28.2267,302.105,123.915,52.7677,40.6226,47.6854,106.926,13.0884,15.2579,46.1662,46.0377,17.5499,61.6422,26.3577,82.6358,256.356,42.8432,8.55762,13.3631,10.2876,56.2471,27.4497,13.9358,23.2428,27.9592,29.9345,,144.798,,32.0976,59.563,12.2255,92.7477,63.2611,25.1565,33.2065,50.9634,33.8943,54.8146,12.2962,54.4465,7.62801,66.7137,11.9277,36.0852,9.14897,85.1064,119.362,20.1884,679.212,31.3894,10.221,1010.31,60.3063,32.3812,13.6772,225.417,980.169,22.1986,28.3153,128.921
2020-03-18,38.1012,17.461,72.2287,15.7828,19145.2,13.009,65.2854,11.9067,12.0808,72.1384,24.9659,117.39,96.2492,11.3732,26.2153,280.299,116.796,45.8081,38.4778,43.0647,101.367,12.5172,13.9921,42.6176,41.7256,15.5502,58.9769,23.2964,79.3372,246.12,37.6656,8.03305,11.6948,9.19518,53.3742,26.2276,12.2857,20.4207,26.6234,28.5138,,138.088,,30.559,56.3973,11.6276,89.2417,59.8503,24.0598,29.3717,48.1924,32.1672,52.2422,11.6279,50.0348,6.47019,63.6714,10.4171,32.7063,8.6407,80.8244,107.284,19.3196,632.965,29.9336,9.67526,967.26,56.7179,29.7066,12.9099,212.124,910.043,20.8526,24.9483,122.251
2020-03-19,38.7587,17.6433,75.3481,15.8677,19415.0,13.0299,70.5688,12.0345,12.4063,72.2257,25.131,119.573,98.0263,11.5515,26.4835,282.531,117.678,49.5732,39.07,44.3585,101.825,12.7116,14.6934,43.8118,43.628,16.5238,62.8047,24.4065,80.5014,247.029,39.9184,8.18734,12.2787,10.033,53.9234,26.5026,13.0705,21.4549,26.9534,28.9023,,138.551,,31.2488,56.9601,11.7676,91.2072,60.297,24.1914,31.4634,48.8808,32.6578,52.4645,11.7467,51.3529,7.19667,65.7852,11.1002,33.6593,8.88425,81.7321,112.198,19.4231,646.791,31.2237,9.66389,982.169,57.1708,30.9112,13.0317,212.309,930.034,20.8298,26.2458,122.828
2020-03-20,37.063,17.489,71.5693,15.4604,18679.4,12.7162,67.3332,11.534,12.1191,69.1672,24.7773,115.206,93.5963,11.2968,25.1426,275.921,112.638,47.5765,37.4215,42.0174,97.4431,12.1283,13.8895,42.3446,41.1338,15.6818,62.5779,23.6664,77.5181,234.291,38.1992,7.8582,11.7115,9.7785,51.6138,25.4028,12.4265,20.5785,25.9633,27.7036,,132.211,,30.0108,54.6151,11.3223,88.8699,57.9013,23.0948,29.9818,46.695,31.441,50.2096,11.2864,48.7436,6.87883,64.1851,10.89,32.2297,8.18537,78.5355,105.671,18.6371,630.782,30.6082,9.22049,936.986,54.7321,29.6453,12.4471,203.263,889.101,19.8944,25.1947,117.529
2020-03-21,37.063,17.489,71.5693,15.4604,18679.4,12.7162,67.3332,11.534,12.1191,69.1672,24.7773,115.206,93.5963,11.2968,25.1426,275.921,112.638,47.5765,37.4215,42.0174,97.4431,12.1283,13.8895,42.3446,41.1338,15.6818,62.5779,23.6664,77.5181,234.291,38.1992,7.8582,11.7115,9.7785,51.6138,25.4028,12.4265,20.5785,25.9633,27.7036,,132.211,,30.0108,54.6151,11.3223,88.8699,57.9013,23.0948,29.9818,46.695,31.441,50.2096,11.2864,48.7436,6.87883,64.1851,10.89,32.2297,8.18537,78.5355,105.671,18.6371,630.782,30.6082,9.22049,936.986,54.7321,29.6453,12.4471,203.263,889.101,19.8944,25.1947,117.529
2020-03-22,37.063,17.489,71.5693,15.4604,18679.4,12.7162,67.3332,11.534,12.1191,69.1672,24.7773,115.206,93.5963,11.2968,25.1426,275.921,112.638,47.5765,37.4215,42.0174,97.4431,12.1283,13.8895,42.3446,41.1338,15.6818,62.5779,23.6664,77.5181,234.291,38.1992,7.8582,11.7115,9.7785,51.6138,25.4028,12.4265,20.5785,25.9633,27.7036,,132.211,,30.0108,54.6151,11.3223,88.8699,57.9013,23.0948,29.9818,46.695,31.441,50.2096,11.2864,48.7436,6.87883,64.1851,10.89,32.2297,8.18537,78.5355,105.671,18.6371,630.782,30.6082,9.22049,936.986,54.7321,29.6453,12.4471,203.263,889.101,19.8944,25.1947,117.529
2020-03-23,36.0248,17.489,69.8955,15.07,18146.6,12.4652,64.0976,11.1399,12.0617,66.7203,24.353,113.474,91.7419,10.9784,24.1369,267.765,108.04,46.6638,36.3651,40.4155,94.5656,11.9703,13.5132,41.9351,39.2948,15.1292,64.591,23.3973,76.0143,227.24,37.1321,7.61134,11.5613,9.57699,50.2196,24.8987,12.1046,20.0702,25.5861,27.2263,,128.092,,29.6041,53.3253,10.877,89.1355,56.2366,22.3272,29.1973,45.6795,30.4205,48.9711,10.9745,48.367,6.76532,64.0073,10.8506,30.9302,7.89946,76.3649,102.482,18.3268,620.157,30.6911,8.90215,919.795,52.9553,29.1349,12.0939,196.801,865.62,19.1415,24.2913,114.068
2020-03-24,39.5546,18.2604,76.7177,16.258,19744.8,13.0613,72.3914,12.0878,13.2296,72.4879,26.0268,123.037,101.194,12.2774,26.2824,290.601,118.119,51.3986,39.7263,44.1121,103.46,12.9547,14.8645,43.9483,43.4589,16.6553,69.0994,25.3989,83.3635,245.892,41.2029,8.32105,12.6624,10.4467,55.0782,27.0678,13.1913,21.4724,28.085,29.7014,,139.569,,32.4159,58.4374,11.9329,96.9441,61.2309,24.3888,31.6377,50.2922,32.9522,53.3219,11.925,52.133,7.5145,69.3017,12.5451,34.0059,8.56657,84.5144,111.71,19.9195,671.97,33.2832,9.82306,1006.21,58.4598,32.2587,13.2509,213.601,955.736,21.0579,26.2787,124.847
2020-03-25,40.1776,18.3305,78.3408,16.5974,19897.0,13.1554,74.6031,12.2901,13.3444,73.0559,26.5455,122.962,102.585,12.2774,26.7517,300.302,120.891,52.5396,40.2065,45.0978,104.678,12.9547,15.3263,44.5284,44.8751,17.129,69.1277,25.9708,83.5817,248.394,42.3096,8.52676,12.8793,10.8921,55.4866,27.1747,13.4327,21.5425,28.4622,29.8235,,140.957,,32.4336,59.2347,12.2382,97.1035,61.9184,24.8933,32.2914,50.7053,33.2466,53.8936,12.0438,51.8372,7.65071,69.6375,13.11,34.9589,8.53481,85.8365,113.998,19.9195,686.379,33.3424,9.9936,1010.16,59.2263,33.402,13.3605,216.555,979.217,21.4229,26.8699,126.253
2020-03-26,42.6,18.8214,83.5145,17.4629,21131.6,13.6364,79.6612,13.0569,14.0337,77.6875,27.7478,130.002,109.153,12.9524,28.2267,317.128,129.144,56.1905,42.6233,47.8086,111.183,13.7081,16.3869,46.2003,47.9401,18.1551,72.5019,27.7538,88.2872,263.18,44.8786,9.10276,13.7802,11.3694,58.8806,28.8397,14.3383,22.9624,30.0809,31.5772,,149.009,,34.3966,62.8929,12.9634,101.778,65.7501,26.3408,34.5139,53.8722,35.5036,57.1012,12.7863,54.7424,8.05936,73.2132,13.7143,37.0382,9.05367,90.4342,121.763,21.1813,728.441,35.1178,10.653,1066.6,62.7799,35.0558,14.1765,230.955,1039.51,22.8146,28.9558,134.112
2020-03-27,41.0081,18.7092,79.6342,16.9708,20522.8,13.3645,75.6065,12.6416,13.7656,75.5465,27.0405,125.56,106.191,12.4812,27.5563,308.372,124.608,54.0798,40.9907,45.8371,107.438,13.2342,15.5316,44.699,45.6784,17.471,71.1692,26.7109,85.037,255.446,42.8036,8.77362,13.2463,10.9451,56.909,27.8621,13.7748,21.9457,28.9336,30.5117,,144.242,,33.1587,60.759,12.5181,98.1659,64.0788,25.5074,33.2065,51.8652,34.4242,55.3227,12.3556,52.7249,7.59396,70.7043,12.8342,35.6087,8.76777,86.4877,117.824,20.3953,699.623,34.313,10.2437,1028.27,60.4805,34.0554,13.7137,223.94,998.255,22.0618,27.8718,129.606
2020-03-28,41.0081,18.7092,79.6342,16.9708,20522.8,13.3645,75.6065,12.6416,13.7656,75.5465,27.0405,125.56,106.191,12.4812,27.5563,308.372,124.608,54.0798,40.9907,45.8371,107.438,13.2342,15.5316,44.699,45.6784,17.471,71.1692,26.7109,85.037,255.446,42.8036,8.77362,13.2463,10.9451,56.909,27.8621,13.7748,21.9457,28.9336,30.5117,,144.242,,33.1587,60.759,12.5181,98.1659,64.0788,25.5074,33.2065,51.8652,34.4242,55.3227,12.3556,52.7249,7.59396,70.7043,12.8342,35.6087,8.76777,86.4877,117.824,20.3953,699.623,34.313,10.2437,1028.27,60.4805,34.0554,13.7137,223.94,998.255,22.0618,27.8718,129.606
2020-03-29,41.0081,18.7092,79.6342,16.9708,20522.8,13.3645,75.6065,12.6416,13.7656,75.5465,27.0405,125.56,106.191,12.4812,27.5563,308.372,124.608,54.0798,40.9907,45.8371,107.438,13.2342,15.5316,44.699,45.6784,17.471,71.1692,26.7109,85.037,255.446,42.8036,8.77362,13.2463,10.9451,56.909,27.8621,13.7748,21.9457,28.9336,30.5117,,144.242,,33.1587,60.759,12.5181,98.1659,64.0788,25.5074,33.2065,51.8652,34.4242,55.3227,12.3556,52.7249,7.59396,70.7043,12.8342,35.6087,8.76777,86.4877,117.824,20.3953,699.623,34.313,10.2437,1028.27,60.4805,34.0554,13.7137,223.94,998.255,22.0618,27.8718,129.606
2020-03-30,42.2539,19.0458,81.7645,17.3781,21173.9,13.6364,76.6919,13.0463,14.0911,78.2992,27.5356,130.19,109.668,12.4939,28.3608,312.235,128.451,55.2778,42.5753,47.1309,111.052,13.7689,16.0448,45.0402,46.2914,17.5762,72.8138,27.2492,88.3357,263.18,43.6225,9.03076,13.6134,11.0746,59.0919,28.9161,14.0163,22.7169,29.9081,31.5994,,149.101,,34.5735,62.7757,12.8616,101.247,65.9539,26.3627,33.773,53.7107,35.4251,57.387,12.8308,54.5003,7.62801,72.7391,13.2151,36.5617,9.15956,89.8422,120.113,21.1606,717.962,35.1533,10.5621,1065.39,62.1179,34.3208,14.1522,231.693,1023.96,22.9059,28.4303,133.968
2020-03-31,41.6656,18.8775,82.3732,17.2253,20801.8,13.5005,75.9956,12.8013,13.8422,76.9971,27.3706,128.722,107.041,12.5194,28.0256,309.144,125.704,55.1637,41.9671,46.7613,109.277,13.5745,15.8566,45.2449,45.9743,17.4973,71.311,26.8791,87.1472,258.858,43.4636,8.95876,13.58,11.0322,58.092,28.5037,13.9761,22.7871,29.5309,31.1665,,147.019,,34.2021,61.9315,12.709,100.025,64.6902,26.0118,33.6423,53.038,35.013,56.4342,12.6229,54.5272,7.76423,71.9489,13.1888,36.2585,9.06426,88.6385,119.737,20.9124,711.121,34.7035,10.3915,1052.3,60.9682,33.8512,13.9695,227.817,1009.04,22.5526,28.2496,131.841
2020-04-01,39.6585,18.4988,77.4531,16.5635,19914.0,13.2391,71.0398,12.2475,13.287,74.4525,26.4512,123.301,102.328,11.6916,26.8188,294.464,119.817,51.2845,40.3345,44.1121,104.481,13.0641,14.8303,43.5047,42.9939,16.3396,67.6533,25.3821,83.3392,248.622,40.6627,8.52676,12.6791,10.3844,55.6275,27.358,13.0001,21.6477,28.2736,29.8124,,141.235,,32.7166,59.1409,12.111,95.2443,61.9184,24.981,31.4198,50.5198,33.5017,54.1794,12.0883,51.4874,7.25342,68.5707,12.4532,34.3957,8.37597,84.475,113.21,20.085,680.557,33.3187,9.95949,1006.66,58.2856,32.0137,13.324,218.77,961.13,21.565,26.6564,126.001
2020-04-02,40.4544,18.6952,78.5437,16.8011,20412.9,13.3959,72.1661,12.5031,13.4593,76.8655,26.8048,125.785,103.899,11.717,27.0869,296.868,123.109,51.855,41.1348,44.913,106.846,13.3071,14.95,43.7094,43.5858,16.4448,66.3773,25.6849,84.3336,253.854,41.0202,8.66048,12.8793,10.4588,56.8527,27.9232,13.1309,21.9808,28.7136,30.434,,144.104,,33.3709,60.4541,12.3146,96.7848,63.182,25.5512,31.7684,51.7962,34.2868,55.3862,12.3259,52.5635,7.19667,69.2424,12.5583,34.8722,8.58775,85.8562,114.823,20.478,693.656,33.3779,10.0959,1027.2,59.2611,32.4425,13.5919,225.047,976.361,22.0933,27.182,128.921
2020-04-03,39.6931,18.583,75.551,16.5295,20108.4,13.3332,68.7667,12.2688,13.2487,75.9442,26.404,123.79,102.405,11.1821,26.4835,290.429,121.59,50.1436,40.6546,43.6192,105.269,13.1127,14.7961,42.7882,42.1484,15.6555,65.6118,25.0625,82.7571,250.214,39.5304,8.49591,12.3955,10.1296,56.0077,27.4955,12.6479,21.3147,28.2107,29.9789,,142.021,,32.8581,59.5396,12.1365,95.4037,62.0814,25.2003,30.5047,51.02,33.8746,54.5923,12.118,50.5728,6.89018,68.1756,12.2299,33.9625,8.3442,84.4157,111.035,20.1884,683.031,32.9991,9.94812,1012.14,58.2508,31.4828,13.3483,221.355,959.861,21.6569,26.3115,127.01
2020-04-04,39.6931,18.583,75.551,16.5295,20108.4,13.3332,68.7667,12.2688,13.2487,75.9442,26.404,123.79,102.405,11.1821,26.4835,290.429,121.59,50.1436,40.6546,43.6192,105.269,13.1127,14.7961,42.7882,42.1484,15.6555,65.6118,25.0625,82.7571,250.214,39.5304,8.49591,12.3955,10.1296,56.0077,27.4955,12.6479,21.3147,28.2107,29.9789,,142.021,,32.8581,59.5396,12.1365,95.4037,62.0814,25.2003,30.5047,51.02,33.8746,54.5923,12.118,50.5728,6.89018,68.1756,12.2299,33.9625,8.3442,84.4157,111.035,20.1884,683.031,32.9991,9.94812,1012.14,58.2508,31.4828,13.3483,221.355,959.861,21.6569,26.3115,127.01
2020-04-05,39.6931,18.583,75.551,16.5295,20108.4,13.3332,68.7667,12.2688,13.2487,75.9442,26.404,123.79,102.405,11.1821,26.4835,290.429,121.59,50.1436,40.6546,43.6192,105.269,13.1127,14.7961,42.7882,42.1484,15.6555,65.6118,25.0625,82.7571,250.214,39.5304,8.49591,12.3955,10.1296,56.0077,27.4955,12.6479,21.3147,28.2107,29.9789,,142.021,,32.8581,59.5396,12.1365,95.4037,62.0814,25.2003,30.5047,51.02,33.8746,54.5923,12.118,50.5728,6.89018,68.1756,12.2299,33.9625,8.3442,84.4157,111.035,20.1884,683.031,32.9991,9.94812,1012.14,58.2508,31.4828,13.3483,221.355,959.861,21.6569,26.3115,127.01
2020-04-06,42.6,19.0739,81.4348,17.4629,21503.7,13.7933,74.6645,13.1634,14.1485,80.5947,27.7242,132.412,110.441,12.2902,28.3608,311.033,129.565,54.1369,43.2315,46.8229,112.694,14.0363,16.0448,45.4155,45.4459,17.0237,69.95,27.1651,88.9905,267.274,42.9471,9.11304,13.5633,10.9684,60.0636,29.4355,13.7044,22.7871,30.4424,32.1877,,151.878,,35.2455,63.9247,12.9761,102.628,66.443,26.9769,33.1629,54.7284,36.112,58.2762,12.9496,54.4196,7.4918,73.3318,13.4253,36.4317,9.01132,91.0854,119.7,21.6364,726.403,35.3427,10.6417,1087.29,62.327,34.0554,14.3227,235.94,1031.26,23.1956,28.2824,135.879
2020-04-07,42.7038,19.0598,82.2971,17.5478,21478.3,13.7306,75.6065,13.1421,13.9379,80.1998,27.7949,131.659,109.565,12.5831,28.4949,315.068,129.312,54.7644,43.1355,47.1309,112.497,13.9512,16.1645,46.1662,46.693,17.3394,69.0994,27.2828,88.2629,267.274,43.6423,9.18504,13.6968,11.064,59.9227,29.2827,13.795,22.752,30.4424,32.0323,,151.323,,34.9802,63.784,13.0397,101.619,66.2392,26.8014,33.468,54.6076,35.7588,58.0857,12.9645,54.5272,7.58261,72.8577,13.7406,36.8216,8.95837,90.8091,120.375,21.5536,727.276,35.0941,10.5848,1080.75,62.7102,34.4229,14.3227,235.017,1034.75,23.1497,28.5616,135.663
2020-04-08,44.2611,19.3263,85.4926,18.0569,22112.5,13.992,79.9275,13.6214,14.3783,82.4373,28.455,135.574,113.737,12.7869,29.5677,326.143,133.806,57.1603,44.2239,49.0408,116.309,14.3158,16.7632,47.6675,48.8913,18.234,71.793,28.4602,90.8824,275.463,45.6685,9.54504,14.2807,11.7117,61.7676,30.1534,14.4289,23.6284,31.4482,32.9646,,155.58,,35.9175,66.0118,13.5104,104.7,68.5219,27.591,34.9932,56.3152,36.7008,59.9594,13.41,56.6523,8.01395,74.7147,14.6075,38.3378,9.26545,94.0452,125.364,22.1948,749.399,36.3843,10.7667,1116.05,65.0792,35.995,14.8464,242.586,1070.28,23.9076,29.777,140.313
